code_INSEE;nb_menages_fiscaux_com;nb_personnes_dans_menage_com;Médiane_niv_vie_com;tx_pauvrete_total_com;tx_pauvrete-locataires_com
35252;362;954;20549;;
35253;1338;3334;21344;8;
35255;440;1011;19245;;
35256;1109;2295;24305;9;
35257;1979;4784;19701;10;21
35258;121;357;22902;;
35259;453;1077;18214;;
35260;225;569;19710;;
35261;90;227;20161;;
35262;130;358;20518;;
35263;1193;2868;24107;;
35264;688;2026;22146;;
35265;979;2522;21305;;
35266;1259;3091;22647;7;
35268;182;424;17777;;
35270;159;360;20595;;
35271;593;1361;18826;;
35272;341;911;19797;;
35273;816;2070;20004;;
35274;340;931;22913;;
35275;1962;4866;22313;7;17
35276;204;540;22042;;
35277;144;376;20340;;
35278;3945;9793;28896;5;14
35279;455;1251;19588;;
35280;404;1004;19539;;
35281;5508;11591;19493;15;27
35282;1099;2883;20311;9;
35283;488;1326;21873;;
35284;1153;2663;22641;;
35285;477;1098;19245;;
35286;92;237;20438;;
35287;1156;2512;23969;9;
35288;23594;45110;21066;12;23
35289;407;1037;20237;;
35290;236;581;18964;;
35291;204;433;18439;;
35292;689;1701;19197;;
35294;920;2297;19865;10;
35295;202;548;19569;;
35296;474;1286;22303;;
35297;1895;4188;19280;14;25
35299;1793;4246;21203;9;
35300;535;1393;19651;;
35302;415;1084;20207;;
35304;519;1352;20450;;
35305;156;398;22104;;
35306;901;2284;22395;;
35307;326;918;19846;;
35308;1749;4282;19849;11;
35309;311;819;19096;;
35310;502;1358;20864;;
35311;233;547;17940;;
35312;707;1905;21201;;
35314;433;997;23663;;
35315;518;1417;25978;;
35316;331;810;17534;;
35317;210;565;21310;;
35318;317;884;20141;;
35319;813;2143;21726;;
35320;196;543;20516;;
35321;296;749;19073;;
35322;348;1022;19467;;
35324;205;598;20292;;
35325;58;171;18431;;
35326;918;2429;20599;;
35327;1418;3728;23198;;
35328;903;2113;19164;12;
35329;249;546;18759;;
35330;369;1012;19558;;
35331;971;2522;21766;;
35332;435;1067;18175;;
35333;627;1683;20337;;
35334;3297;8445;25324;5;15
35335;290;779;18831;;
35336;89;197;20010;;
35337;1446;3525;21008;10;22
35338;439;1221;20259;;
35339;254;581;18454;;
35340;459;1251;20492;;
35342;138;365;19381;;
35343;467;1240;20104;;
35345;338;902;19260;;
35346;73;199;19496;;
35347;1008;2576;20649;;
35350;292;802;19675;;
35351;519;1462;21429;;
35352;3147;7909;23781;6;17
35353;1989;4773;22961;10;24
35354;130;299;18533;;
35355;468;1203;19964;;
35356;656;1895;22903;;
35357;134;320;17952;;
35358;462;1211;21922;;
35359;316;790;19622;;
35360;8037;17880;20969;10;19
35361;463;1027;21497;;
35362;432;1023;19217;;
35363;1691;4388;22516;7;
36001;729;1367;17717;;
36002;62;115;18481;;
36003;369;931;19273;;
36004;148;324;18540;;
36005;1679;3890;21073;7;
36006;2532;4784;18950;17;32
36007;272;584;19119;;
36008;110;235;17764;;
36009;473;1253;20866;;
36010;422;854;17132;;
36011;70;157;18511;;
36012;151;314;18990;;
36013;211;441;19231;;
36014;111;217;17745;;
36015;;;;;
36016;457;919;19249;;
36017;205;439;17770;;
36018;3011;5977;18759;16;28
36019;133;304;19087;;
36020;;;;;
36021;370;922;21555;;
36022;184;411;18902;;
36023;123;260;20271;;
36024;46;130;19585;;
36025;265;614;19948;;
36026;242;584;19402;;
36027;106;252;19837;;
36028;51;101;18710;;
36029;93;201;16977;;
36030;101;233;17494;;
36031;2085;4301;18793;13;27
36032;323;744;20550;;
36033;181;429;17896;;
36034;1292;2593;19838;12;
36035;477;932;17126;;
36036;68;145;15617;;
36037;129;282;20673;;
36038;61;113;17545;;
36040;45;104;18722;;
36041;61;144;17788;;
36042;256;551;20191;;
36043;257;575;18464;;
36044;21163;41923;18776;20;34
36045;1205;2312;18135;17;35
36046;2100;3760;18511;20;34
36047;255;522;18163;;
36048;122;275;18194;;
36049;66;133;18106;;
36050;198;481;20243;;
36051;72;173;19832;;
36052;53;149;24982;;
36053;253;541;18686;;
36054;111;249;18053;;
36055;485;909;18077;;
36056;476;936;18927;;
36057;361;888;21069;;
36058;283;607;20120;;
36059;102;244;21297;;
36060;341;734;18373;;
36061;161;340;16908;;
36062;238;431;19310;;
36063;3455;7529;20862;9;21
36064;303;757;20525;;
36065;118;250;21034;;
36066;203;442;20115;;
36067;51;100;18701;;
36068;216;417;18484;;
36069;587;1133;17847;;
36070;673;1316;18688;;
36071;387;955;22317;;
36073;100;214;19889;;
36074;253;544;17553;;
36075;;;;;
36076;96;198;18423;;
36077;107;234;17916;;
36078;144;370;18374;;
36079;;;;;
36080;;;;;
36081;140;254;18273;;
36082;112;225;18465;;
36083;53;111;18533;;
36084;122;281;16125;;
36085;106;256;19126;;
36086;176;374;18732;;
36087;145;306;18938;;
36088;5599;11047;19118;16;29
36089;160;398;19898;;
36090;61;117;17765;;
36091;304;673;20894;;
36092;131;279;17955;;
36093;1342;2757;19919;12;
36094;235;475;16457;;
36095;60;103;19424;;
36096;101;187;18736;;
36097;146;344;19726;;
36098;;;;;
36099;149;281;15239;;
36100;116;266;21272;;
36101;632;1562;21676;;
36102;;;;;
36103;667;1286;18550;;
36104;114;235;18936;;
36105;87;193;17566;;
36106;70;139;15496;;
36107;364;723;17871;;
36108;107;228;21008;;
36109;471;1072;20038;;
36110;110;244;18566;;
36111;86;176;19526;;
36112;297;759;20369;;
36113;478;979;18499;;
36114;149;319;20489;;
36115;55;113;20461;;
36116;55;122;21535;;
36117;219;442;21134;;
36118;171;371;19519;;
36119;241;466;18084;;
36120;264;633;19883;;
36121;69;170;21373;;
36122;85;189;23750;;
36123;460;916;18899;;
36124;120;284;17681;;
36125;46;112;20772;;
36126;238;446;16438;;
36127;786;1677;20067;;
36128;692;1638;20895;;
36129;253;561;19546;;
36130;;;;;
36131;210;482;20307;;
36132;;;;;
36133;117;233;18014;;
36134;214;411;17297;;
36135;141;296;18559;;
36136;52;115;19349;;
36137;162;359;19130;;
36138;91;184;19704;;
36139;300;683;18886;;
36140;511;1159;20201;;
36141;796;1663;19089;;
36142;681;1589;21197;;
36143;217;457;20607;;
36144;131;312;19757;;
36145;97;192;16902;;
36146;348;664;17797;;
36147;63;136;19411;;
36148;191;390;18556;;
36149;353;770;18189;;
36150;241;493;18301;;
36152;193;455;19259;;
36153;171;349;19787;;
36154;853;1898;19500;;
36155;349;695;18148;;
36156;165;327;18239;;
36157;174;433;20095;;
36158;318;684;19515;;
36159;2479;6022;23663;5;
36160;113;226;17131;;
36161;415;868;18754;;
36162;411;838;19562;;
36163;292;603;17432;;
36164;98;216;18882;;
36165;457;1054;19545;;
36166;81;160;17096;;
36167;73;161;18550;;
36168;302;629;17089;;
36169;227;519;17938;;
36170;;;;;
36171;924;2042;19537;14;
36172;238;512;17961;;
36173;225;465;19230;;
36174;159;346;19989;;
36175;145;261;19140;;
36176;232;538;17673;;
36177;151;285;17803;;
36178;121;274;20384;;
36179;84;216;21058;;
36180;400;866;19954;;
36181;76;183;21208;;
36182;319;581;17305;;
36184;240;519;17647;;
36185;165;348;18435;;
36186;110;226;18958;;
36187;72;139;19888;;
36188;74;157;19875;;
36189;476;955;17742;;
36190;112;265;20907;;
36191;233;529;19469;;
36192;784;1551;18160;;
36193;122;260;18685;;
36194;442;939;18616;;
36195;227;570;22431;;
36196;;;;;
36197;134;303;17207;;
36198;179;419;19610;;
36199;515;1218;22128;;
36200;746;1504;19516;;
36202;1308;3098;22151;7;
36203;;;;;
36204;133;259;18321;;
36205;54;116;19440;;
36207;261;500;17831;;
36208;365;703;19107;;
36209;124;283;20457;;
36210;146;324;19287;;
36211;183;451;20489;;
36212;82;168;17339;;
36213;122;245;19073;;
36214;143;300;15763;;
36215;203;492;21854;;
36216;;;;;
36217;45;101;18901;;
36218;58;136;18511;;
36219;252;639;20160;;
36220;363;795;18664;;
36221;190;384;18263;;
36222;101;254;21009;;
36223;77;133;18111;;
36224;509;1047;18059;;
36225;79;155;20253;;
36226;162;350;19389;;
36227;123;238;18205;;
36228;1115;2147;19470;14;
36229;449;926;19197;;
36230;921;1949;19215;;
36231;425;1018;20411;;
36232;493;1076;19359;;
36233;327;750;18379;;
36234;153;309;19087;;
36235;149;304;18826;;
36236;159;317;18630;;
36237;348;718;19198;;
36238;51;98;17038;;
36239;197;463;18587;;
36240;148;281;17253;;
36241;1182;2684;19499;12;
36242;48;104;20080;;
36243;157;307;18634;;
36244;411;826;17541;;
36246;70;167;17558;;
36247;475;1205;20716;;
36248;112;236;22447;;
37001;458;1019;19519;;
37002;670;1766;20482;;
37003;5814;12432;20068;15;27
37004;188;439;20355;;
37005;204;453;19432;;
37006;1093;2741;22567;;
37007;76;169;19065;;
37008;1016;2722;22498;;
37009;157;399;21133;;
37010;762;2012;20884;;
37011;808;1795;20769;;
37012;220;527;20251;;
37013;200;509;18801;;
37014;1489;3486;21161;9;20
37015;1269;3236;23644;;
37016;159;379;20915;;
37018;3330;8009;24042;6;15
37019;213;467;17879;;
37020;860;1827;19542;;
37021;596;1478;22178;;
37022;1191;2784;23022;;
37023;114;243;18597;;
37024;420;975;21552;;
37025;263;716;23173;;
37026;256;556;18217;;
37027;2325;5034;20937;11;20
37028;359;756;18083;;
37029;155;348;20296;;
37030;303;814;20741;;
37031;1721;3720;20966;12;26
37032;118;285;18941;;
37033;113;211;20316;;
37034;149;322;18124;;
37035;149;329;18472;;
37036;82;182;18098;;
37037;107;250;17864;;
37038;327;737;20524;;
37039;214;472;18672;;
37040;125;298;19432;;
37041;141;333;20283;;
37042;103;205;18146;;
37043;418;1087;21290;;
37044;139;298;19479;;
37045;482;1091;19893;;
37046;214;456;19722;;
37047;450;1236;23664;;
37048;145;315;20165;;
37049;551;1314;21341;;
37050;5021;10778;22154;11;21
37051;410;876;19079;;
37052;461;1147;22459;;
37053;53;125;20519;;
37054;1339;3542;22950;;
37055;310;802;18188;;
37056;234;570;21493;;
37057;288;697;20111;;
37058;615;1452;19121;;
37059;489;1276;24275;;
37060;516;1330;23227;;
37061;209;476;18154;;
37062;747;1649;18783;;
37063;2440;4972;17688;20;34
37064;110;230;18855;;
37065;249;554;17694;;
37066;232;526;21641;;
37067;725;1797;21318;;
37068;289;685;19760;;
37069;112;252;19410;;
37070;154;358;20889;;
37071;54;132;20730;;
37072;3989;7916;20046;15;27
37073;288;604;21689;;
37074;866;2042;18917;21;
37075;150;398;21980;;
37076;187;417;20301;;
37077;1411;3537;20858;9;
37078;173;413;18959;;
37079;730;1866;22127;;
37080;95;214;21453;;
37081;562;1406;20702;;
37082;192;399;18670;;
37083;729;1753;21344;;
37084;212;530;17943;;
37085;335;803;21995;;
37086;179;479;19291;;
37087;102;261;19004;;
37088;54;125;22161;;
37089;330;707;21985;;
37090;51;109;21764;;
37091;1000;2380;21883;;
37092;260;690;20791;;
37093;254;547;19245;;
37094;244;588;19849;;
37095;139;353;20049;;
37096;232;605;21806;;
37097;252;678;20291;;
37098;287;743;19649;;
37099;344;932;22588;;
37100;180;407;19722;;
37101;69;160;19250;;
37103;72;156;19465;;
37104;2272;5816;22718;6;
37105;123;253;17685;;
37106;119;302;20831;;
37107;133;252;18074;;
37108;296;714;21199;;
37109;4261;10795;25551;5;11
37110;574;1438;21285;;
37111;737;1567;19611;;
37112;187;383;18076;;
37113;419;903;17779;;
37114;93;181;17463;;
37115;1802;3577;18329;21;43
37116;239;515;19893;;
37117;358;889;18922;;
37118;646;1532;21530;;
37119;783;1568;18242;;
37121;114;275;17925;;
37122;16731;37205;19563;18;34
37123;2007;4549;19654;11;22
37124;973;2415;24209;;
37125;177;449;19259;;
37126;151;327;18799;;
37127;127;285;18756;;
37128;536;1304;19937;;
37129;463;1100;20707;;
37130;897;1917;18859;;
37131;553;1373;21178;;
37132;3180;5983;19227;15;26
37133;227;455;17317;;
37134;256;665;21051;;
37136;216;544;20548;;
37137;69;148;17425;;
37138;339;851;23430;;
37139;2023;5081;22760;7;16
37140;115;267;17640;;
37141;393;982;20006;;
37142;264;578;19682;;
37143;582;1406;19685;;
37144;204;509;20189;;
37145;97;242;18371;;
37146;92;202;17583;;
37147;235;551;19827;;
37148;283;614;17300;;
37149;187;474;20599;;
37150;538;1387;20940;;
37151;1239;2979;24291;;
37152;858;2127;24663;;
37153;1618;4276;21917;6;
37154;1750;4392;23145;6;
37155;266;625;20968;;
37156;4457;10825;22552;8;17
37157;175;347;18258;;
37158;305;782;20649;;
37159;3114;8022;22699;6;17
37160;128;334;22994;;
37161;356;794;21000;;
37162;185;484;20698;;
37163;1669;3652;21059;8;
37165;176;432;19246;;
37166;309;801;19980;;
37167;831;1973;19774;;
37168;127;283;19307;;
37169;334;935;21935;;
37170;471;1142;20664;;
37171;508;1190;23207;;
37172;1723;4337;23450;;
37173;354;747;19486;;
37174;385;831;18373;;
37175;496;1282;22747;;
37176;442;1177;19976;;
37177;325;723;18370;;
37178;271;598;20668;;
37179;966;2443;22930;;
37180;275;658;19701;;
37181;102;240;21646;;
37182;495;1356;21507;;
37183;653;1408;19598;;
37184;150;315;18166;;
37185;737;1691;22024;;
37186;430;1194;21321;;
37187;164;365;17621;;
37188;375;906;18579;;
37189;468;873;17839;;
37190;82;164;19222;;
37191;100;236;19898;;
37192;511;1277;21735;;
37193;552;1303;22513;;
37194;652;1703;21220;;
37195;4909;9789;19082;19;30
37196;868;1621;17349;;
37197;211;469;19301;;
37198;136;325;18413;;
37199;205;459;19517;;
37200;389;998;18468;;
37201;307;705;21320;;
37202;223;554;20628;;
37203;1342;3251;25215;6;
37204;494;1333;22786;;
37205;551;1403;21244;;
37206;637;1727;24188;;
37207;140;340;18036;;
37208;6545;15275;26014;7;20
37210;253;637;22051;;
37211;1065;2586;21646;;
37212;291;734;19836;;
37213;450;1054;17940;;
37214;7955;16292;24560;8;17
37216;640;1547;19632;;
37217;624;1621;21606;;
37218;296;596;18704;;
37219;420;1095;22271;;
37220;184;380;19042;;
37221;291;630;19315;;
37222;311;737;20707;;
37223;137;323;18837;;
37224;352;937;21107;;
37225;1237;3187;22267;9;
37226;1820;3943;19463;12;24
37228;494;1132;21360;;
37229;97;258;21392;;
37230;404;1019;22440;;
37231;744;1693;19364;;
37232;832;1951;20202;;
37233;7118;15799;17715;23;35
37234;201;492;20734;;
37236;210;568;23067;;
37237;479;1312;23559;;
37238;223;562;17425;;
37240;274;716;20875;;
37241;582;1348;18879;;
37242;607;1442;21011;;
37243;1267;3322;24714;;
37244;117;257;17871;;
37245;779;2103;22807;;
37246;93;201;18075;;
37247;293;638;19171;;
37248;160;347;18535;;
37249;550;1411;20918;;
37250;1009;2562;21667;;
37251;332;865;20525;;
37252;152;400;20905;;
37253;76;176;19887;;
37254;637;1695;21636;;
37255;118;258;19626;;
37256;129;296;19950;;
37257;633;1696;21439;;
37258;122;283;21510;;
37259;233;457;19494;;
37260;229;523;18468;;
37261;64063;122285;19116;21;31
37262;138;319;20513;;
37263;916;2363;22477;;
37264;491;1282;22090;;
37265;104;250;21224;;
37266;2556;6307;23572;5;
37267;1672;4539;23590;5;
37268;58;132;17644;;
37269;222;494;19988;;
37270;1114;2638;22629;9;
37271;457;1093;19658;;
37272;447;1183;23066;;
37273;2204;5501;21418;7;15
37274;120;301;20231;;
37275;53;103;16869;;
37276;517;1302;21333;;
37277;242;512;18648;;
37278;390;1021;20210;;
37279;304;733;18821;;
37280;100;242;19697;;
37281;1373;3217;23506;;
37282;719;1412;18395;;
38001;2606;6218;20224;12;25
38002;412;1059;25946;;
38003;408;1096;22627;;
38004;469;1284;21979;;
38005;458;996;22545;;
38006;1829;4234;21209;9;20
38008;;;;;
38009;372;946;21954;;
38010;257;679;23863;;
38011;401;1065;25132;;
38012;1098;2754;19738;12;
38013;1294;3518;23351;;
38015;685;1796;22452;;
38017;544;1502;23254;;
38018;154;369;18559;;
38019;556;1503;21707;;
38020;88;197;21037;;
38022;3200;7779;20397;10;21
38023;86;192;26311;;
38026;396;1015;22734;;
38027;728;1984;24608;;
38029;741;1879;21451;;
38030;627;1690;22250;;
38031;;;;;
38032;216;563;19621;;
38033;237;635;23447;;
38034;2048;4588;18155;18;31
38035;438;1120;22464;;
38036;;;;;
38037;403;1018;22778;;
38038;198;568;20133;;
38039;1217;3211;30465;;
38040;51;88;19867;;
38041;46;118;19006;;
38042;378;1019;21595;;
38043;578;1588;22881;;
38044;581;1492;21467;;
38045;971;2429;35791;;
38046;351;964;20544;;
38047;63;153;19317;;
38048;397;1081;24046;;
38049;124;315;19918;;
38050;240;600;20282;;
38051;553;1394;21564;;
38052;1426;3255;21025;10;
38053;12679;27720;19005;20;30
38054;595;1499;20883;;
38055;240;634;21119;;
38056;;;;;
38057;278;721;32850;;
38058;789;2205;20322;11;
38059;993;2581;28565;;
38060;58;150;21394;;
38061;1255;3381;25108;;
38062;263;710;24859;;
38063;172;467;22794;;
38064;1150;3059;22079;7;
38065;797;2083;21423;;
38066;69;185;21772;;
38067;604;1667;26534;;
38068;478;1259;29863;;
38069;545;1400;20334;;
38070;478;1164;23629;;
38071;1264;3058;22905;;
38072;986;2467;21783;9;
38073;105;192;21444;;
38074;138;361;22306;;
38075;1209;3095;23348;7;
38076;682;1827;23581;;
38077;277;766;22178;;
38078;210;539;22495;;
38080;300;791;21366;;
38081;744;2005;23422;;
38082;810;2041;22204;;
38083;187;460;20115;;
38084;585;1556;24462;;
38085;3403;9705;20677;11;27
38086;168;415;21510;;
38087;2255;5903;20280;13;24
38089;88;231;20138;;
38090;149;281;22517;;
38091;277;745;24143;;
38092;;;;;
38093;182;439;21180;;
38094;793;2064;20918;;
38095;1054;2539;21028;9;
38097;1722;4754;20557;14;28
38098;249;670;23027;;
38099;274;709;21138;;
38100;945;2535;22744;;
38101;384;1033;23419;;
38102;218;597;24352;;
38103;140;290;21035;;
38104;557;1406;20885;;
38105;901;2456;22916;;
38106;117;311;24680;;
38107;638;1728;25192;;
38108;59;113;18698;;
38109;377;1025;26790;;
38110;880;2273;25770;;
38111;3260;8257;27763;5;13
38112;;;;;
38113;241;506;19866;;
38114;542;1468;24100;;
38115;280;721;24279;;
38116;;;;;
38117;254;640;21182;;
38118;627;1638;23377;;
38120;278;709;25824;;
38124;917;2208;21401;;
38126;1535;3973;35425;;
38127;72;161;20510;;
38128;193;351;20539;;
38129;157;360;22521;;
38130;2235;4693;19263;18;29
38131;772;2037;25296;;
38132;;;;;
38133;1863;4808;27969;;
38134;351;886;22444;;
38135;474;1203;22324;;
38136;195;514;23849;;
38137;163;439;23184;;
38138;1475;3223;21515;11;17
38139;595;1520;21529;;
38140;3257;8567;26272;5;13
38141;269;757;24183;;
38144;986;2620;23598;;
38146;319;861;24469;;
38147;330;863;22723;;
38148;1234;3164;21939;7;
38149;660;1691;24152;;
38150;2743;6233;21852;8;17
38151;14797;34685;18376;22;37
38152;543;1427;22089;;
38153;184;477;23571;;
38154;108;204;19494;;
38155;759;1838;20770;;
38156;383;987;22137;;
38157;1366;3464;23605;7;
38158;4338;10232;22961;11;22
38159;207;557;19612;;
38160;856;2220;24112;;
38161;413;1034;21327;;
38162;566;1453;22416;;
38163;199;426;22292;;
38166;171;474;23658;;
38167;198;523;20932;;
38169;9879;21936;19069;17;30
38170;1125;2712;26515;;
38171;131;327;22435;;
38172;591;1485;24509;;
38173;102;221;20127;;
38174;432;1121;20319;;
38175;1297;3180;23724;7;
38176;761;2084;25886;;
38177;;;;;
38179;2887;6384;23752;9;17
38180;419;1066;21800;;
38181;959;2407;23934;;
38182;1217;3152;21103;9;22
38183;184;504;21065;;
38184;551;1529;23982;;
38185;70945;141621;20168;19;30
38186;177;370;22609;;
38187;739;1827;23604;;
38188;555;1416;31064;;
38189;1954;4768;23343;6;
38190;481;1222;20738;;
38191;595;1234;21588;;
38192;74;191;26966;;
38193;5683;16076;19049;18;27
38194;843;2133;21793;;
38195;286;707;20841;;
38197;661;1774;24112;;
38198;454;1069;20280;;
38199;842;2233;25576;;
38200;1552;3892;25890;;
38203;169;411;22927;;
38204;97;202;18723;;
38205;1146;2835;24473;7;
38206;374;1007;26374;;
38207;73;150;19059;;
38208;72;146;21049;;
38209;96;246;20435;;
38210;314;864;23691;;
38211;130;356;21241;;
38212;505;1275;18965;;
38213;224;578;21848;;
38214;780;2124;28256;;
38215;894;2420;25934;;
38216;;;;;
38217;;;;;
38218;414;1102;19726;;
38219;253;674;18358;;
38221;57;140;19885;;
38222;305;811;21654;;
38223;649;1755;26592;;
38224;;;;;
38225;1294;3004;21278;11;
38226;643;1336;19199;;
38228;201;468;20757;;
38229;8030;17699;28428;5;11
38230;392;1039;27297;;
38231;382;1000;22766;;
38232;252;647;22801;;
38235;154;446;24049;;
38236;701;1707;22027;;
38237;76;172;20765;;
38238;704;1911;23495;;
38239;3166;7907;22011;11;25
38240;288;716;21612;;
38241;;;;;
38242;507;1311;21271;;
38243;108;227;18182;;
38244;290;808;23175;;
38245;111;257;20075;;
38246;380;1070;22063;;
38247;1398;3306;19596;12;23
38248;198;543;26765;;
38249;2080;5018;31153;;
38250;210;554;23197;;
38252;135;347;28284;;
38253;873;1770;21571;;
38254;184;469;22751;;
38255;58;134;18637;;
38256;767;1800;21433;;
38257;171;453;21948;;
38258;;;;;
38259;360;944;21433;;
38260;198;526;24553;;
38261;1702;4142;19446;14;25
38263;160;405;23180;;
38264;67;123;21215;;
38265;802;1771;20389;;
38266;190;450;22006;;
38267;270;755;19427;;
38268;104;265;23588;;
38269;2393;4734;18951;17;26
38270;790;1983;24916;;
38271;313;835;24999;;
38272;157;403;20222;;
38273;205;489;23741;;
38275;119;289;20727;;
38276;1051;2562;22193;9;
38277;188;511;24897;;
38278;173;421;22799;;
38279;472;1196;24015;;
38280;238;567;23163;;
38281;866;2214;24146;;
38282;321;894;22795;;
38283;55;104;22819;;
38284;344;886;22279;;
38285;69;153;23972;;
38286;;;;;
38287;378;1037;22667;;
38288;599;1653;24580;;
38289;95;200;23487;;
38290;350;835;20474;;
38291;419;1156;19395;;
38292;996;2517;22525;;
38294;245;673;25401;;
38295;271;694;22711;;
38296;317;833;23485;;
38297;710;1804;20493;;
38298;2760;6682;16668;29;46
38299;69;128;20589;;
38300;138;352;19825;;
38301;58;131;19470;;
38303;200;566;24399;;
38304;619;1502;21515;;
38307;213;518;20351;;
38308;94;256;19598;;
38309;891;2123;26163;;
38310;430;1176;22150;;
38311;294;715;20796;;
38313;134;304;24849;;
38314;3084;7371;20885;13;25
38315;1518;3407;19708;15;26
38316;2208;5291;18453;15;23
38317;4407;10281;19011;17;29
38318;2149;5145;17429;23;34
38319;371;721;18355;;
38320;709;1797;20751;;
38321;74;165;19329;;
38322;;;;;
38323;433;1201;20710;;
38324;284;728;20593;;
38325;206;520;25157;;
38326;153;367;22263;;
38328;343;929;30347;;
38329;;;;;
38330;43;107;21346;;
38331;380;1074;26016;;
38332;1494;3612;20301;14;30
38333;142;293;19434;;
38334;493;1306;28100;;
38335;447;1101;20780;;
38336;735;1967;23490;;
38337;2734;6265;20724;10;19
38338;275;744;23314;;
38339;760;2082;24458;;
38340;840;1845;20132;;
38341;433;1173;22874;;
38342;122;281;21219;;
38343;649;1619;21463;;
38344;3454;8132;19701;18;35
38345;229;631;22085;;
38346;163;411;22471;;
38347;464;1011;19602;;
38348;1798;4607;26253;;
38349;884;2103;21696;;
38350;201;537;27391;;
38351;392;1067;23527;;
38352;776;1957;25762;;
38353;333;848;22096;;
38354;169;417;21197;;
38355;56;120;20048;;
38356;136;339;20391;;
38357;1055;2772;20706;9;
38358;258;705;22753;;
38359;493;1110;20875;;
38360;168;442;19634;;
38361;;;;;
38362;436;1202;24877;;
38363;352;908;19006;;
38364;171;427;22638;;
38365;316;831;22779;;
38366;122;265;20063;;
38368;396;1064;24108;;
38369;381;1011;22879;;
38370;246;644;21176;;
38372;276;700;21045;;
38373;464;1182;25844;;
38374;1328;3516;23349;6;
38375;;;;;
38376;343;843;21201;;
38377;1408;3535;20562;13;26
38378;1546;3942;22563;8;
38379;116;275;18809;;
38380;113;288;18302;;
38381;774;2042;22236;;
38382;6942;16160;23791;8;18
38383;1061;2735;25177;;
38384;1336;3265;20376;12;24
38386;877;2149;21611;10;
38387;207;508;21487;;
38388;879;2297;24312;;
38389;1326;3314;22915;6;
38390;202;520;22418;;
38391;103;239;20507;;
38392;231;633;25678;;
38393;602;1542;22026;;
38394;800;1997;20037;;
38395;935;2390;23983;9;
38396;321;837;21081;;
38397;2852;7149;32705;5;
38398;371;981;20980;;
38399;2021;4563;21017;9;18
38400;1322;3496;24131;7;
38401;582;1591;21365;;
38402;208;548;24623;;
38403;124;271;21530;;
38404;105;278;28350;;
38405;470;1231;24334;;
38406;62;162;19349;;
38407;412;1044;25793;;
38408;955;2565;25920;;
38409;500;1236;19885;;
38410;534;1363;21894;;
38412;1824;4268;21374;9;21
38413;181;443;20145;;
38414;;;;;
38415;547;1451;26414;;
38416;3890;7850;18611;17;29
38417;181;472;23415;;
38418;97;207;24215;;
38419;74;164;17992;;
38420;98;288;22768;;
38421;13480;30685;19356;17;31
38422;2231;5854;30000;5;
38423;2273;5360;20942;15;29
38424;76;146;21549;;
38425;2326;6134;20360;15;24
38426;277;674;25762;;
38427;126;308;19204;;
38428;;;;;
38429;116;274;23058;;
38430;127;323;25548;;
38431;1143;3058;31505;;
38432;370;979;26162;;
38433;418;1113;27307;;
38434;245;622;21590;;
38436;813;2235;27727;;
38437;120;306;22710;;
38438;95;242;21684;;
38439;1282;3359;22651;;
38440;309;750;22451;;
38442;434;991;22432;;
38443;193;482;20764;;
38444;59;129;20501;;
38445;305;775;23321;;
38446;269;592;20304;;
38448;504;1325;24799;;
38449;2020;5322;20718;11;24
38450;560;1502;22961;;
38451;1240;3332;23634;;
38452;128;354;24118;;
38453;731;1839;21154;;
38454;695;1827;20988;;
38455;1560;4221;23320;5;
38456;193;460;19893;;
38457;1222;2951;19224;17;30
38458;233;601;20966;;
38459;316;862;23622;;
38460;176;445;22375;;
38462;206;526;23605;;
38463;712;1782;22217;;
38464;816;2134;21963;;
38465;424;1127;21895;;
38466;603;1526;26474;;
38467;526;1445;23726;;
38468;1820;4504;20857;14;27
38469;;;;;
38470;148;328;19773;;
38471;439;1231;28479;;
38472;84;215;25386;;
38473;416;1151;19358;;
38474;4771;11519;23578;7;17
38475;876;2392;25154;;
38476;320;899;22466;;
38478;407;1073;22247;;
38479;750;2031;21240;;
38480;788;2082;23766;;
38481;365;1071;24222;;
38483;650;1672;22555;;
38484;675;1921;24928;;
38485;5417;12054;22705;8;17
38486;3047;7436;26646;5;12
38487;771;2043;26279;;
38488;223;596;24430;;
38489;58;138;21391;;
38490;734;1980;21862;;
38492;251;655;23471;;
38494;279;751;23030;;
38495;263;588;20179;;
38496;482;1252;21653;;
38497;65;151;21039;;
38498;271;730;25341;;
38499;547;1199;17987;;
38500;232;625;21560;;
38501;837;2093;23007;;
38503;1001;2590;25722;;
38504;809;2062;25182;;
38505;297;773;20229;;
38507;2552;7226;22249;8;17
38508;258;713;21816;;
38509;3516;7584;17481;25;34
38511;1250;3133;25003;;
38512;270;772;24372;;
38513;91;273;24039;;
38514;87;175;18284;;
38515;810;2104;22673;;
38516;2498;5478;26681;7;14
38517;3166;7552;21197;10;21
38518;233;496;20184;;
38519;1010;2828;25429;;
38520;254;687;21484;;
38521;;;;;
38522;58;101;17332;;
38523;340;874;21000;;
38524;2714;6929;24295;5;11
38525;181;472;22155;;
38526;158;405;24857;;
38527;143;287;22342;;
38528;452;1199;25787;;
38529;1596;3852;26315;;
38530;1011;2522;24224;;
38531;207;523;21951;;
38532;287;838;24224;;
38533;300;766;30662;;
38535;97;258;22261;;
38536;514;1333;23851;;
38537;2746;6895;20701;13;24
38538;1835;4682;24587;5;
38539;253;664;22726;;
