code_INSEE;nb_menages_fiscaux_com;nb_personnes_dans_menage_com;Médiane_niv_vie_com;tx_pauvrete_total_com;tx_pauvrete-locataires_com
11229;;;;;
11230;;;;;
11231;;;;;
11232;;;;;
11233;331;776;18717;;
11234;71;160;21116;;
11235;;;;;
11236;97;220;22037;;
11238;55;126;18276;;
11239;;;;;
11240;267;573;19201;;
11241;127;288;17752;;
11242;82;163;16862;;
11243;215;549;20944;;
11244;;;;;
11245;;;;;
11246;;;;;
11247;;;;;
11248;;;;;
11249;;;;;
11250;;;;;
11251;334;677;16857;;
11252;130;310;21841;;
11253;358;721;18643;;
11254;805;1933;18919;;
11255;602;1491;19403;;
11256;241;559;18336;;
11257;96;216;18700;;
11258;807;1966;20207;;
11259;415;989;19098;;
11260;57;90;15086;;
11261;307;692;16484;;
11262;25662;51530;17875;24;38
11263;109;209;17883;;
11264;536;1301;19229;;
11265;;;;;
11266;2795;5477;17708;22;36
11267;518;1150;18916;;
11268;;;;;
11269;999;2228;18489;17;31
11270;67;107;16509;;
11271;;;;;
11272;971;2469;22298;;
11273;278;634;18852;;
11274;153;362;18628;;
11275;88;209;16931;;
11276;215;421;16181;;
11277;;;;;
11278;;;;;
11279;1013;2438;19394;13;
11280;459;1021;17369;;
11281;470;1183;17882;;
11282;;;;;
11283;;;;;
11284;188;491;18493;;
11285;509;1118;20240;;
11286;472;1044;17286;;
11287;;;;;
11288;629;1489;18436;;
11289;418;981;18400;;
11290;51;102;17371;;
11291;;;;;
11292;73;159;17907;;
11293;362;880;19296;;
11294;;;;;
11295;538;1289;18458;;
11296;238;520;17878;;
11297;71;138;17856;;
11299;272;619;20068;;
11300;65;137;20631;;
11301;509;1154;16169;;
11302;110;230;16565;;
11303;221;463;16115;;
11304;1620;3079;17330;25;44
11305;;;;;
11306;;;;;
11307;111;246;17848;;
11308;164;415;19982;;
11309;;;;;
11310;83;141;13642;;
11311;114;228;17872;;
11312;;;;;
11313;120;283;21384;;
11314;;;;;
11315;802;1695;17633;;
11316;98;187;15485;;
11317;55;118;12433;;
11318;65;146;17413;;
11319;;;;;
11320;122;251;16266;;
11321;55;76;16060;;
11322;433;986;18181;;
11323;119;265;18972;;
11324;208;457;18778;;
11325;178;405;18791;;
11326;;;;;
11327;207;480;20927;;
11328;113;263;18057;;
11330;182;436;20133;;
11331;;;;;
11332;557;1337;18950;;
11333;;;;;
11334;42;111;19723;;
11335;;;;;
11336;213;410;15620;;
11337;173;386;18235;;
11338;;;;;
11339;224;474;18477;;
11340;188;432;20357;;
11341;59;103;15924;;
11342;96;230;16924;;
11343;;;;;
11344;328;714;19190;;
11345;127;244;18787;;
11346;55;129;11627;;
11347;53;94;18511;;
11348;;;;;
11350;;;;;
11351;331;726;17830;;
11352;;;;;
11353;745;1735;18265;;
11354;;;;;
11355;147;354;19637;;
11356;436;1108;20123;;
11357;103;213;19935;;
11358;;;;;
11359;190;455;21177;;
11360;822;1992;19290;;
11361;352;811;19724;;
11362;74;185;18872;;
11363;84;184;19894;;
11364;66;136;17586;;
11365;;;;;
11366;236;557;17530;;
11367;383;855;17005;;
11368;53;128;17384;;
11369;1155;2818;18889;19;40
11370;1377;3298;19867;14;
11371;308;692;19537;;
11372;181;392;15995;;
11373;;;;;
11374;;;;;
11375;;;;;
11376;;;;;
11377;;;;;
11378;107;213;19055;;
11379;2424;5429;18580;18;32
11380;60;134;20251;;
11381;;;;;
11382;141;350;22236;;
11383;126;323;20681;;
11384;49;110;10932;;
11385;107;244;20936;;
11386;176;380;17269;;
11387;;;;;
11388;;;;;
11389;;;;;
11390;240;539;17495;;
11391;;;;;
11392;131;271;17081;;
11393;213;473;17546;;
11394;60;128;17416;;
11395;;;;;
11396;261;571;17172;;
11397;2393;5364;17226;23;40
11398;109;232;18609;;
11399;41;105;18621;;
11400;;;;;
11401;385;756;17196;;
11402;;;;;
11404;391;971;19996;;
11405;231;511;20604;;
11406;;;;;
11407;124;271;19702;;
11408;189;441;20334;;
11409;46;101;17100;;
11410;402;950;18953;;
11411;65;136;17392;;
11412;;;;;
11413;188;406;19272;;
11414;;;;;
11415;50;110;17159;;
11416;94;227;19118;;
11417;47;102;17736;;
11418;478;1194;18146;;
11419;;;;;
11420;52;117;17908;;
11421;223;490;16221;;
11422;139;337;21202;;
11423;64;148;17482;;
11424;;;;;
11425;722;1703;18728;;
11426;476;1130;19164;;
11427;141;300;16333;;
11428;101;228;16470;;
11429;1839;4494;21452;11;27
11430;512;1296;21156;;
11431;109;218;15790;;
11432;100;273;19964;;
11433;401;874;16936;;
11434;508;1199;18272;;
11435;79;153;16057;;
11436;175;354;15942;;
11437;321;830;19427;;
11438;138;351;19770;;
11439;165;399;18044;;
11440;;;;;
11441;1107;2639;21075;11;
12001;444;1115;22236;;
12002;375;913;20149;;
12003;146;322;19522;;
12004;192;461;18892;;
12006;149;346;17636;;
12007;82;175;17401;;
12008;325;834;19922;;
12009;;;;;
12010;55;132;19179;;
12011;348;792;18901;;
12012;300;667;19764;;
12013;1749;3564;18958;15;30
12015;90;211;18494;;
12016;374;801;19315;;
12017;89;185;17005;;
12018;72;159;21373;;
12019;;;;;
12021;693;1611;18158;;
12022;53;88;17629;;
12023;53;105;20424;;
12024;93;203;19406;;
12025;389;833;19249;;
12026;428;1064;20594;;
12027;93;217;19926;;
12028;227;491;17599;;
12029;82;173;14963;;
12030;186;388;18499;;
12031;132;315;20250;;
12032;225;582;19380;;
12033;1229;2837;20775;10;
12034;123;299;18661;;
12035;73;159;15385;;
12036;307;639;18810;;
12037;268;551;17238;;
12038;86;167;18797;;
12039;140;268;17508;;
12041;117;267;18219;;
12042;88;214;18872;;
12043;735;1909;22667;;
12044;468;984;18524;;
12045;164;429;20461;;
12046;252;567;20213;;
12047;173;385;18603;;
12048;177;358;18855;;
12049;178;404;19637;;
12050;187;429;19843;;
12051;143;286;18120;;
12052;2149;4406;19323;14;29
12053;134;325;20819;;
12054;150;350;18369;;
12055;;;;;
12056;1339;3116;20730;9;
12057;426;922;19341;;
12058;60;116;17416;;
12059;211;513;17735;;
12060;52;113;18542;;
12061;226;521;18811;;
12062;145;342;18634;;
12063;425;1062;18699;;
12064;99;215;17451;;
12065;238;493;16993;;
12066;433;1041;22490;;
12067;;;;;
12068;415;919;17913;;
12069;115;262;17553;;
12070;231;549;20988;;
12071;151;365;18335;;
12072;109;246;21372;;
12073;240;650;20792;;
12074;129;281;16668;;
12075;;;;;
12076;767;1595;19393;;
12077;176;383;18433;;
12078;78;167;16424;;
12079;212;492;19404;;
12080;188;389;16909;;
12082;86;183;18076;;
12083;797;1459;16986;;
12084;698;1632;19934;;
12085;108;245;16781;;
12086;149;331;20087;;
12088;99;211;17819;;
12089;2590;4873;17690;22;38
12090;1198;3137;23163;;
12091;189;417;18929;;
12092;239;535;17549;;
12093;73;167;17480;;
12094;492;928;19613;;
12095;93;220;20256;;
12096;2166;4328;19933;11;22
12097;118;230;18834;;
12098;261;498;18776;;
12099;125;256;17910;;
12100;1116;2382;20031;12;
12101;444;1010;21005;;
12102;975;2424;21569;9;
12103;139;276;17818;;
12104;185;455;20367;;
12105;480;1039;18813;;
12106;206;500;20109;;
12107;141;304;18509;;
12108;160;373;18861;;
12109;44;103;19203;;
12110;158;331;18977;;
12111;199;499;20750;;
12113;150;387;20308;;
12115;119;298;17638;;
12116;113;242;19200;;
12118;227;447;18893;;
12119;573;1183;21040;;
12120;945;2065;20091;12;
12121;338;721;20395;;
12122;51;108;19811;;
12124;134;300;16545;;
12125;128;254;18657;;
12127;315;696;19026;;
12128;112;221;16660;;
12129;186;469;16623;;
12130;510;1111;19511;;
12131;561;1476;24036;;
12133;2603;5955;22069;7;15
12134;138;306;20055;;
12135;175;367;17650;;
12136;402;962;19699;;
12137;297;810;21266;;
12138;733;1612;20844;;
12139;57;106;17576;;
12140;434;995;20742;;
12141;96;211;13742;;
12142;246;643;20401;;
12143;;;;;
12144;66;127;16997;;
12145;10577;21928;18967;16;30
12146;982;2390;22550;;
12147;72;144;13056;;
12148;625;1330;20067;;
12149;68;143;16026;;
12150;227;485;19803;;
12151;115;233;20268;;
12152;63;138;17278;;
12153;198;419;18415;;
12154;299;662;19393;;
12155;134;265;19447;;
12156;234;554;17457;;
12157;661;1701;22179;;
12158;136;313;19895;;
12159;243;579;20397;;
12160;166;329;20488;;
12161;227;536;18405;;
12162;439;1106;21329;;
12163;84;192;18432;;
12164;329;591;19084;;
12165;143;366;20672;;
12166;;;;;
12167;357;660;16516;;
12168;413;850;19247;;
12169;911;1922;20446;;
12170;163;354;22280;;
12171;222;549;19925;;
12172;235;491;18524;;
12174;1370;3221;23054;;
12175;62;152;19183;;
12176;5265;11406;20659;14;32
12177;379;895;20337;;
12178;156;374;21527;;
12179;;;;;
12180;;;;;
12181;93;217;17619;;
12182;122;275;20146;;
12183;109;223;17452;;
12184;53;106;17494;;
12185;618;1502;21077;;
12186;102;218;16185;;
12187;154;278;16789;;
12188;117;296;18424;;
12189;158;363;16677;;
12190;118;291;17513;;
12191;144;330;20923;;
12192;88;205;16561;;
12193;135;290;16503;;
12194;351;881;19891;;
12195;125;286;19581;;
12197;882;1894;19217;;
12198;882;1921;18753;;
12199;819;1793;20305;;
12200;460;1004;19268;;
12201;413;1047;23199;;
12202;11506;21298;20479;15;26
12203;247;554;21256;;
12204;85;188;19208;;
12205;328;821;20563;;
12206;244;642;20128;;
12207;149;341;17772;;
12208;3793;7657;19420;14;28
12209;298;648;18608;;
12210;191;412;18066;;
12211;60;125;19670;;
12212;;;;;
12213;236;574;19007;;
12214;200;410;18947;;
12215;516;1177;20274;;
12216;568;1217;20179;;
12217;306;713;20493;;
12219;183;378;17267;;
12220;120;269;19149;;
12221;172;351;18189;;
12222;98;184;18120;;
12223;757;1547;18134;;
12224;924;1860;18941;;
12225;691;1670;20593;;
12226;207;411;16731;;
12227;80;184;18571;;
12228;148;332;16427;;
12229;98;261;21126;;
12230;136;342;18522;;
12231;311;614;17523;;
12232;119;274;18806;;
12233;104;241;17151;;
12234;235;589;21520;;
12235;101;209;16894;;
12236;68;159;19940;;
12237;268;577;19145;;
12238;160;380;20158;;
12239;126;287;19420;;
12240;179;378;18862;;
12241;694;1839;24180;;
12242;131;300;20678;;
12243;362;858;20232;;
12244;319;673;20887;;
12246;240;548;18807;;
12247;151;306;19228;;
12248;216;435;17737;;
12249;94;208;16131;;
12250;90;195;19472;;
12251;145;320;18647;;
12252;187;420;19347;;
12253;501;1044;19348;;
12254;864;2148;23949;;
12255;327;755;19444;;
12256;179;371;19777;;
12257;336;771;20015;;
12258;435;898;17974;;
12259;284;649;18432;;
12260;79;141;19365;;
12261;54;120;20239;;
12262;322;642;18847;;
12263;282;720;21460;;
12264;1324;3298;23436;;
12265;180;406;17936;;
12266;230;555;17843;;
12267;277;641;18655;;
12268;193;402;15897;;
12269;53;127;18692;;
12270;1848;4090;19914;14;31
12272;198;493;21861;;
12273;115;275;20202;;
12274;;;;;
12275;;;;;
12276;162;371;16562;;
12277;217;488;19186;;
12278;77;185;19572;;
12280;187;370;17827;;
12281;303;771;21159;;
12282;177;408;19049;;
12283;196;469;17239;;
12284;149;303;20588;;
12286;492;1187;20777;;
12287;277;614;18417;;
12288;646;1597;22407;;
12289;101;215;20593;;
12290;204;500;19778;;
12291;147;346;20918;;
12292;184;436;20100;;
12293;53;111;17258;;
12294;256;602;17491;;
12295;;;;;
12296;185;390;18286;;
12297;216;516;19556;;
12298;185;387;18344;;
12299;321;687;20014;;
12300;5391;10758;19186;17;32
12301;876;1900;20586;;
12303;117;239;19024;;
12305;651;1258;18457;;
12307;128;307;17012;;
13001;61961;129601;23297;14;21
13002;8354;20941;25132;7;15
13003;1011;2604;23805;8;
13004;23811;53739;18070;23;36
13005;19732;45721;20209;15;24
13006;665;1544;21897;;
13007;4795;12189;23664;10;19
13008;211;548;27393;;
13009;302;809;26352;;
13010;1749;4023;21690;13;20
13011;131;270;21215;;
13012;203;485;33240;;
13013;679;1837;26704;;
13014;5338;13454;18614;19;27
13015;5604;14633;28043;5;13
13016;2383;6142;24345;6;15
13017;645;1531;20545;;
13018;1755;4403;19197;16;29
13019;3816;10210;29078;6;14
13020;866;2185;24147;;
13021;2987;6558;28872;7;14
13022;3637;7497;25688;11;17
13023;1946;4859;25330;9;21
13024;1099;2763;20549;12;25
13025;800;2113;29379;;
13026;6940;16982;21590;12;22
13027;7125;16787;18907;18;28
13028;18636;39136;21178;14;22
13029;549;1321;26621;;
13030;1957;5080;22981;9;19
13031;1373;3329;24073;7;
13032;3265;7855;28991;6;11
13033;2149;5580;26556;8;17
13034;826;1838;21450;;
13035;3058;7272;23249;10;19
13036;1877;4387;20727;14;20
13037;3350;8407;23845;8;16
13038;1699;3751;21785;12;17
13039;6391;16105;21539;10;20
13040;3977;10462;25309;7;14
13041;9039;21666;20923;12;20
13042;2630;6618;26989;6;14
13043;3718;9686;22081;13;27
13044;2095;5029;24773;8;13
13045;1961;4887;20636;13;21
13046;1700;4275;24207;6;
13047;17958;42148;20863;12;22
13048;1800;4428;22799;11;24
13049;803;2039;24676;;
13050;3974;9643;23211;10;19
13051;3429;9042;24100;7;13
13052;1054;2579;20849;12;
13053;2574;6409;21429;12;21
13054;13829;34495;19983;18;31
13055;362971;815046;18248;26;40
13056;21320;47517;21005;15;26
13057;191;476;22924;;
13058;1053;2356;22766;13;
13059;1497;3719;22181;12;22
13060;2254;5917;24419;7;13
13061;93;220;21602;;
13062;1715;4722;27343;5;
13063;10396;25202;18216;20;32
13064;1037;2560;21684;12;
13065;1506;3494;21489;13;24
13066;2288;5490;20927;12;21
13067;1195;2971;18460;23;40
13068;860;2123;24445;;
13069;4282;10508;24679;8;18
13070;2512;6023;22173;9;16
13071;8513;21424;23813;8;17
13072;1398;3489;25875;;
13073;2286;5978;24619;7;17
13074;2002;5221;21186;11;23
13075;4718;11129;23659;8;16
13076;1304;3379;20322;14;22
13077;7051;17049;18061;21;33
13078;3820;8405;18718;19;29
13079;658;1600;25439;;
13080;2082;5224;23637;10;20
13081;5063;12810;22518;10;20
13082;1898;4696;25497;10;19
13083;1841;4247;21554;11;18
13084;1952;4889;20078;15;28
13085;2204;5603;24482;9;18
13086;3845;9250;23540;10;18
13087;1929;4825;23483;9;16
13088;2222;5374;23274;10;16
13089;1333;3420;19475;17;29
13090;52;121;27701;;
13091;2344;5832;25232;8;17
13092;3581;8366;21784;10;18
13093;137;337;24394;;
13094;1024;2418;22667;11;
13095;430;1182;33703;;
13096;1448;2848;17921;22;28
13097;5694;13866;21074;12;21
13098;2565;6218;24778;7;16
13099;354;790;20353;;
13100;4685;10268;20060;17;24
13101;1357;3489;25154;;
13102;2575;6660;20509;13;22
13103;19334;43941;20151;16;26
13104;3916;8170;26311;6;11
13105;2735;6897;19846;13;23
13106;4593;11417;20721;15;31
13107;2209;5936;26741;6;15
13108;5864;14218;16596;30;46
13109;930;2272;30057;;
13110;4359;10786;22455;10;20
13111;384;936;25996;;
13112;3521;9150;26604;6;13
13113;3640;8684;26882;6;12
13114;2133;5646;30686;5;
13115;676;1899;22315;;
13116;315;825;20199;;
13117;13869;36335;20092;16;30
13118;1454;3794;26732;;
13119;2785;6842;23449;9;19
13201;16170;32999;14263;41;52
13202;11117;23042;14213;41;48
13203;18820;46412;11864;54;62
13204;23827;47610;18304;23;35
13205;21219;39317;18626;23;34
13206;19820;37645;21146;19;30
13207;17840;34221;23709;13;22
13208;37204;76283;24746;11;19
13209;31693;70110;22125;14;26
13210;24011;52935;18733;21;32
13211;22701;56740;19848;19;34
13212;26787;60734;22847;12;23
13213;35056;87807;17503;28;46
13214;21704;57142;14071;41;54
13215;28069;75135;13321;44;56
13216;6933;16918;17240;27;40
14001;482;1244;21686;;
14003;111;289;24224;;
14005;642;1703;21842;;
14006;362;974;23950;;
14007;82;214;19800;;
14009;527;1390;22798;;
14011;735;1921;20218;;
14012;72;172;20638;;
14014;427;1158;27842;;
14015;277;751;31002;;
14016;172;445;19654;;
14019;82;229;20109;;
14020;1487;3588;19808;10;17
14021;247;482;21129;;
14022;301;634;20575;;
14023;;;;;
14024;213;584;22320;;
14025;128;318;21745;;
14026;395;1114;22028;;
14027;1923;4561;19130;15;23
14030;601;1638;26111;;
14032;119;292;21617;;
14033;97;233;20999;;
14034;194;575;23747;;
14035;558;1340;19565;;
14036;53;150;22312;;
14037;208;559;21570;;
14038;305;803;22644;;
14039;283;814;21512;;
14040;74;175;22229;;
14041;53;116;27348;;
14042;337;962;25111;;
14043;;;;;
14044;392;1105;23854;;
14045;97;249;21758;;
14046;679;1789;22183;;
14047;6727;13196;19159;16;24
14049;64;149;22110;;
14050;67;177;19250;;
14053;73;170;19173;;
14054;76;197;19480;;
14055;179;389;22590;;
14057;571;1485;20349;;
14059;269;443;23598;;
14060;836;2125;25035;;
14061;3521;8531;19090;13;26
14062;159;442;21195;;
14063;84;200;16928;;
14064;89;235;18507;;
14066;1161;2565;21721;9;
14068;1309;3342;27011;;
14069;558;1359;20192;;
14070;99;193;22369;;
14076;2491;5766;20079;11;17
14077;312;694;20285;;
14078;148;385;20622;;
14079;831;1621;21601;;
14080;50;118;20586;;
14082;58;174;22291;;
14083;294;650;18271;;
14084;164;394;21351;;
14085;340;781;20610;;
14086;156;328;26854;;
14087;51;116;20762;;
14088;162;421;20643;;
14089;140;415;21585;;
14090;252;632;22354;;
14091;55;120;21785;;
14092;673;1920;21500;;
14093;76;194;19768;;
14096;86;235;18171;;
14097;101;307;20589;;
14098;2207;5940;23176;5;
14100;724;1809;21004;;
14101;1701;3832;24393;8;18
14102;423;996;21974;;
14103;158;409;20067;;
14104;64;161;20326;;
14106;266;677;22744;;
14107;55;154;18878;;
14110;44;104;20983;;
14111;150;406;23169;;
14116;47;113;21640;;
14117;2141;3834;20235;14;22
14118;46626;85815;19666;20;30
14119;683;1818;19628;;
14120;526;1418;20058;;
14121;91;243;20636;;
14122;51;141;18581;;
14123;716;2018;27350;;
14124;241;563;19210;;
14125;700;1842;25365;;
14126;533;1293;21698;;
14127;183;481;19667;;
14130;74;196;20760;;
14131;95;225;23748;;
14132;82;210;19952;;
14134;78;190;22802;;
14135;106;271;22705;;
14136;;;;;
14137;1043;2503;20427;;
14138;111;297;17496;;
14140;127;323;20860;;
14141;64;164;16845;;
14143;997;2489;18290;16;36
14145;182;478;22657;;
14146;70;179;19140;;
14147;56;142;18325;;
14149;153;433;20732;;
14150;514;1300;20282;;
14159;88;244;21841;;
14160;67;180;23252;;
14161;152;357;21529;;
14162;544;1242;19964;;
14163;135;358;21570;;
14165;72;164;22158;;
14166;1004;2480;24285;;
14167;2868;6649;17728;18;27
14168;92;198;21336;;
14169;61;164;22002;;
14171;58;146;19601;;
14172;183;394;22797;;
14173;161;444;20963;;
14174;2933;6143;18858;15;30
14175;102;289;21519;;
14177;344;871;22050;;
14179;59;166;20925;;
14180;59;153;20378;;
14181;1960;4696;21398;9;17
14182;160;379;18475;;
14183;49;118;19502;;
14184;85;234;22546;;
14190;58;147;17882;;
14191;2459;4379;20982;11;18
14193;278;669;20981;;
14194;249;634;20817;;
14195;92;241;21307;;
14196;94;226;22325;;
14197;431;1183;25815;;
14198;103;288;21547;;
14200;846;2201;21453;;
14202;93;203;21806;;
14203;74;193;23705;;
14204;78;182;18965;;
14205;82;223;21467;;
14206;129;339;18971;;
14207;224;632;19987;;
14209;206;546;20213;;
14211;145;343;19320;;
14214;73;183;22749;;
14215;771;2085;20951;;
14216;97;243;20190;;
14218;134;359;20656;;
14220;2153;3736;21451;13;17
14221;1329;3242;21479;6;
14223;;;;;
14224;;;;;
14225;2534;5438;17603;20;28
14226;104;261;19499;;
14227;86;217;20569;;
14228;2072;5001;23032;9;19
14229;833;1993;18733;;
14230;50;115;23591;;
14231;181;455;20111;;
14232;58;143;23117;;
14236;148;380;22351;;
14237;205;598;23292;;
14238;48;102;24066;;
14239;;;;;
14240;186;515;20697;;
14241;241;639;21424;;
14242;543;1313;28741;;
14243;501;1135;24249;;
14244;117;328;23387;;
14245;120;313;20282;;
14246;311;796;23485;;
14248;99;249;21184;;
14249;482;1420;22217;;
14250;125;300;23523;;
14251;195;524;19276;;
14252;87;254;22976;;
14254;620;1648;23856;;
14256;128;341;20980;;
14257;680;1845;23253;;
14258;3655;7735;18190;19;28
14260;99;240;25677;;
14261;124;364;20249;;
14266;526;1413;23151;;
14269;84;222;23052;;
14270;165;413;21995;;
14271;2166;4705;19721;14;22
14272;;;;;
14273;59;134;19605;;
14274;883;2419;26119;;
14275;177;484;22342;;
14276;129;364;20708;;
14277;701;1888;21396;;
14278;414;1105;22561;;
14280;92;249;21267;;
14281;283;694;19597;;
14282;85;217;19802;;
14283;81;224;19809;;
14284;63;164;20372;;
14285;;;;;
14286;190;525;22042;;
14287;717;1947;21238;;
14288;338;974;25623;;
14289;207;589;19739;;
14290;297;809;22690;;
14291;107;285;21040;;
14293;107;292;22732;;
14297;161;501;22926;;
14298;64;153;20341;;
14299;312;817;21385;;
14300;;;;;
14301;2055;4963;19526;12;21
14302;68;171;22562;;
14303;364;919;21651;;
14304;330;856;24068;;
14305;290;660;27234;;
14306;164;404;24700;;
14308;80;191;19567;;
14309;328;819;19873;;
14310;258;702;21651;;
14311;357;978;22049;;
14312;820;1523;20079;;
14316;100;232;25994;;
14318;251;612;23350;;
14319;327;889;22171;;
14320;113;271;22846;;
14322;100;249;23847;;
14325;1320;3163;23685;6;
14326;326;867;21667;;
14327;9410;20003;17198;24;33
14328;524;1276;22825;;
14329;;;;;
14332;244;662;21244;;
14333;3567;7514;18343;19;26
14334;121;292;19664;;
14335;127;294;22611;;
14336;178;469;20476;;
14337;110;314;20451;;
14338;1074;2053;21910;11;
14341;4621;10883;20157;14;23
14342;1652;3495;17927;18;27
14343;;;;;
14344;163;381;23838;;
14345;128;293;18003;;
14346;254;668;21917;;
14347;402;1023;18820;;
14348;;;;;
14349;718;1983;22572;;
14352;384;868;17427;;
14353;147;422;20743;;
14354;881;1975;22425;;
14355;446;1150;22301;;
14357;369;949;17815;;
14358;;;;;
14360;75;209;19265;;
14362;63;143;21161;;
14364;181;479;20751;;
14365;1143;2579;22803;8;
14366;9893;19130;17292;23;31
14367;188;417;17290;;
14368;123;279;18942;;
14369;118;286;20308;;
14370;1250;2847;18453;15;29
14371;2611;6193;18512;18;33
14374;48;125;19479;;
14375;64;166;19683;;
14377;254;617;20747;;
14378;118;283;19243;;
14379;138;370;21763;;
14380;67;193;22578;;
14381;;;;;
14383;1096;2676;23663;;
14384;1566;3334;23148;9;
14385;56;165;22216;;
14389;94;252;22749;;
14390;66;179;19817;;
14391;158;397;24228;;
14393;129;361;22509;;
14394;169;472;19416;;
14396;353;1001;23883;;
14397;127;335;19656;;
14398;209;522;22587;;
14399;126;291;23677;;
14400;68;217;23076;;
14401;54;147;20815;;
14402;40;104;16602;;
14403;307;758;20761;;
14404;40;110;23754;;
14405;126;315;21640;;
14406;396;1113;23532;;
14407;878;2318;30233;;
14408;743;1960;21583;;
14409;1070;2163;21517;11;
14410;444;1087;20481;;
14411;109;307;19981;;
14412;;;;;
14419;107;268;22640;;
14421;224;576;22772;;
14424;70;189;19079;;
14425;63;177;22617;;
14426;70;158;24571;;
14427;133;308;17070;;
14430;61;145;21823;;
14431;3862;9493;19029;14;28
14435;63;167;22257;;
14436;218;554;22680;;
14437;4496;9465;19755;12;21
14438;188;540;22877;;
14439;;;;;
14445;;;;;
14446;37;102;22423;;
14448;;;;;
14449;155;407;21956;;
14452;246;631;18773;;
14453;137;348;19638;;
14454;652;1758;22583;;
14455;97;269;20512;;
14456;1071;2971;20050;11;23
14457;45;117;18790;;
14458;148;410;21727;;
14460;611;1399;19134;;
14461;130;371;22757;;
14465;188;524;23367;;
14466;126;317;23269;;
14467;109;304;20954;;
14468;145;367;19765;;
14469;;;;;
14473;48;115;21998;;
14474;74;209;20524;;
14475;844;2218;21736;;
14476;74;196;21884;;
14478;901;1817;16982;;
14480;216;519;19132;;
14482;93;237;23051;;
14483;72;181;21822;;
14484;88;234;24536;;
14486;216;577;20553;;
14487;346;834;22758;;
14488;4595;9199;21961;11;19
14491;81;219;24288;;
14492;127;296;20143;;
14494;50;133;21158;;
14495;225;568;30302;;
14496;;;;;
14497;124;340;20962;;
14498;91;239;20754;;
14499;204;524;24300;;
14500;57;159;21110;;
14501;105;236;18482;;
14502;;;;;
14504;305;810;20017;;
14506;97;236;19037;;
14509;85;214;30074;;
14510;;;;;
14511;;;;;
14512;;;;;
14514;2097;4392;19136;13;18
14515;967;1897;20190;;
14516;888;1953;18211;;
14519;46;128;22682;;
14520;315;841;21174;;
14522;149;384;21865;;
14524;121;309;21809;;
14527;208;509;20591;;
14528;146;391;21561;;
14529;93;254;22045;;
14530;736;1802;23248;;
14531;;;;;
14533;;;;;
14534;156;406;22722;;
14535;230;581;23352;;
14536;1186;2569;21379;8;
14538;559;1542;21602;;
14540;101;239;27177;;
14541;45;108;23396;;
14542;225;566;27256;;
14543;934;2446;24671;;
14546;80;226;19899;;
14547;54;156;19118;;
14550;;;;;
14552;208;530;21759;;
14554;518;1477;22622;;
14555;172;418;23071;;
14556;674;1772;21066;;
14557;521;1039;21360;;
14558;401;1069;24005;;
14559;99;224;18569;;
14562;1179;2535;22258;9;
14563;160;440;20690;;
14565;107;250;23159;;
14566;949;2549;25608;;
14569;95;264;24311;;
14570;952;2470;19520;11;
14571;124;299;20860;;
14572;331;771;20080;;
14574;676;1678;22134;;
14575;181;435;21877;;
14576;204;529;19922;;
14578;536;1271;21878;;
14579;490;1302;21112;;
14582;280;738;19579;;
14586;72;183;20068;;
14587;921;2298;18870;19;29
14588;125;340;20168;;
14589;369;947;20429;;
14590;49;123;20120;;
14591;290;731;19861;;
14592;478;1343;23111;;
14593;256;652;22333;;
14595;91;231;21355;;
14598;89;208;23303;;
14601;69;164;20984;;
14602;112;264;19127;;
14603;185;497;22105;;
14605;132;275;23529;;
14606;60;143;21363;;
14607;55;152;20292;;
14609;167;474;25358;;
14610;707;1937;23881;;
14613;;;;;
14614;321;773;18104;;
14619;48;118;15086;;
14620;178;400;24357;;
14621;203;501;17965;;
14622;54;124;21274;;
14623;1008;2602;22127;8;
14625;349;788;20840;;
14626;361;949;20767;;
14627;153;414;20965;;
14630;264;767;22872;;
14635;72;184;19193;;
14637;76;201;22290;;
14639;115;270;20831;;
14640;90;225;22603;;
14643;295;811;20261;;
14644;255;624;20786;;
14645;69;164;21327;;
14646;164;426;20988;;
14648;164;459;20535;;
14649;177;468;21393;;
14650;78;194;19407;;
14651;85;218;22126;;
14652;;;;;
14654;3089;7025;18440;15;28
14656;471;1032;18586;;
14657;124;311;23165;;
14658;1864;4280;18719;16;30
14659;536;1412;21060;;
14660;;;;;
14661;53;128;22754;;
14663;1014;2425;21783;;
14664;106;274;17837;;
14665;129;282;24021;;
14667;93;232;20644;;
14668;103;290;20027;;
14669;82;210;20215;;
14672;346;900;19342;;
14674;40;121;19425;;
14675;750;2035;22335;;
14676;400;1023;22302;;
14677;95;248;22231;;
14678;209;551;19877;;
14679;246;667;22035;;
14680;60;147;20529;;
14681;60;162;19345;;
14682;181;441;24578;;
14684;85;248;20552;;
14685;594;1558;24381;;
14687;74;184;20089;;
14689;1512;3561;19489;15;28
14692;639;1676;20335;;
14694;179;493;22261;;
14698;134;343;21150;;
14699;1984;3911;19313;16;23
14700;228;657;21089;;
14701;450;798;26988;;
14705;61;142;19024;;
14706;95;246;24063;;
14707;366;1032;22709;;
14708;123;290;20865;;
14709;145;358;20430;;
14710;41;110;17271;;
14711;395;864;18116;;
14712;2160;5249;21240;6;14
14713;204;587;21256;;
14714;306;786;20381;;
14715;2623;4780;19464;17;26
14716;85;224;21736;;
14719;244;649;20986;;
